IP地址	端口	TLS	数据中心	地区	城市	网络延迟	下载速度
141.11.86.157	36007	TRUE	TPE	亚太	台北	152 ms	62 kB/s
82.152.91.43	36007	TRUE	TPE	亚太	台北	135 ms	58 kB/s
103.158.116.171	6980	TRUE	HKG	亚太	香港	224 ms	19 kB/s
154.16.10.34	8080	TRUE	HKG	亚太	香港	154 ms	15 kB/s
141.11.91.67	8080	TRUE	HKG	亚太	香港	157 ms	14 kB/s
154.16.10.93	443	TRUE	HKG	亚太	香港	149 ms	0 kB/s
185.225.20.232	21538	TRUE	SIN	亚太	新加坡	226 ms	0 kB/s
156.231.112.50	59781	TRUE	NRT	亚太	日本东京	152 ms	0 kB/s
156.246.89.44	5535	TRUE	NRT	亚太	日本东京	100 ms	0 kB/s
156.246.88.107	10183	TRUE	NRT	亚太	日本东京	98 ms	0 kB/s
156.246.93.112	54685	TRUE	NRT	亚太	日本东京	98 ms	0 kB/s
45.202.247.18	39637	TRUE	HKG	亚太	香港	153 ms	0 kB/s
156.246.91.31	49111	TRUE	NRT	亚太	日本东京	98 ms	0 kB/s
156.246.93.78	31699	TRUE	NRT	亚太	日本东京	100 ms	0 kB/s
156.229.160.131	12733	TRUE	LAX	北美洲	美国洛杉矶	0 ms	0 kB/s
156.226.171.203	54567	TRUE	HKG	亚太	香港	157 ms	0 kB/s
154.16.10.199	61608	TRUE	HKG	亚太	香港	151 ms	0 kB/s
156.231.112.229	42822	TRUE	NRT	亚太	日本东京	157 ms	0 kB/s
154.83.87.65	443	TRUE	HKG	亚太	香港	158 ms	0 kB/s
45.192.248.136	45678	TRUE	NRT	亚太	日本东京	98 ms	0 kB/s
85.208.104.137	35100	TRUE	HKG	亚太	香港	153 ms	0 kB/s
141.11.131.15	24443	TRUE	NRT	亚太	日本东京	99 ms	0 kB/s
156.246.95.204	49652	TRUE	NRT	亚太	日本东京	99 ms	0 kB/s
